Powered By:,,,Google Cloud Platform
Project API funded by:,,,Innotech Philippines - sponsor@innotechphils.com
Data are automatically generated and calculated.

Point A,,,,,Point B
Latitude:,,14.788677,,,Latitude:,,15.23938611
Longtiude:,,120.7793722,,,Longitude:,,120.8824639

Total Distance (km): ,,,,51.32508854292511
Elevations are available every (km): ,,,,1.0063742851553943 
No. of datapoints: ,,,,51


Antenna Specifications

Transmitter,,,,,Receiver
TX Output (dBm): ,,,61
TX Waveguide Loss (dBm): ,,,.108,,RX Waveguide Loss (dBm): ,,,2
TX Gain (dBi): ,,,47,,RX Gain (dBi): ,,,41


Line of Sight: ,,,57.97400796342829
TX Height: ,,,58.33510842848757
RX Height: ,,,47.98463666368464
Free Space Loss: ,,,146.6565941452347
Received Signal Level,,,0.23540585476530396


Angular Distance,,,0.4618888457786637
Azimuth,,,0.22394411581503543


LATITUDE,LONGITUDE,DISTANCE 1,DISTANCE 2,TOTAL DISTANCE, EARTH CURVATURE, ELEVATION, ELEVATION AND CURVATURE, Fresnel Zone, 50%FZ (m), 60% FZ (m), Line of Sight (m), LOS+50%Fz (m), LOS-50%FZ  (m)  
14.788677,120.7793722,0.0,51.3250885429251,51.3250885429251,0.0,-0.3611004650592804,-0.3611004650592804,0.0,0.0,0.0,57.97400796342829,57.97400796342829,57.97400796342829,
14.7976916344498,120.7814297950304,1.0265017708585022,50.29858677206661,51.325088542925116,3.0371522584239066,0.4193306267261505,3.456482885150057,5.490222650474864,2.745111325237432,3.2941335902849187,57.97400796342829,60.71911928866572,60.71911928866572,
14.80670625065152,120.7834875611072,2.0530035417170045,49.272085001208104,51.32508854292511,5.950339118544797,0.30496945977211,6.255308578316907,7.684710895962318,3.842355447981159,4.61082653757739,57.97400796342829,61.81636341140945,61.81636341140945,
14.81572084859199,120.7855454983531,3.0795053125755065,48.2455832303496,51.32508854292511,8.739560580362669,1.365847110748291,10.10540769111096,9.31325455510608,4.65662727755304,5.5879527330636485,57.97400796342829,62.630635240981334,62.630635240981334,
14.82473542825808,120.7876036068911,4.106007083434009,47.2190814594911,51.32508854292511,11.404816643877526,0.9513565301895142,12.35617317406704,10.639000484671186,5.319500242335593,6.383400290802712,57.97400796342829,63.293508205763885,63.293508205763885,
14.83374998963662,120.7896618868441,5.132508854292511,46.1925796886326,51.32508854292511,13.946107309089365,3.199006795883179,17.145114104972546,11.764762822446139,5.8823814112230695,7.058857693467683,57.97400796342829,63.856389374651364,63.856389374651364,
14.84276453271446,120.7917203383351,6.159010625151013,45.16607791777409,51.3250885429251,16.36343257599819,0.5004339814186096,16.8638665574168,12.743651332131439,6.371825666065719,7.6461907992788625,57.97400796342829,64.34583362949401,64.34583362949401,
14.85177905747844,120.7937789614872,7.185512396009515,44.139576146915594,51.32508854292511,18.656792444603997,2.051630735397339,20.708423180001336,13.607400425224775,6.803700212612387,8.164440255134865,57.97400796342829,64.77770817604068,64.77770817604068,
14.86079356391539,120.7958377564234,8.212014166868018,43.11307437605709,51.32508854292511,20.82618691490679,-0.1905475854873657,20.635639329419423,14.376777644549799,7.1883888222748995,8.626066586729879,57.97400796342829,65.1623967857032,65.1623967857032,
14.86980805201215,120.7978967232667,9.23851593772652,42.08657260519859,51.32508854292511,22.871615986906562,0.9296519160270691,23.80126790293363,15.066247595210754,7.533123797605377,9.039748557126453,57.97400796342829,65.50713176103366,65.50713176103366,
14.87882252175553,120.7999558621403,10.265017708585022,41.06007083434009,51.32508854292511,24.793079660603315,6.954853534698486,31.7479331953018,15.686350429928186,7.843175214964093,9.411810257956912,57.97400796342829,65.81718317839238,65.81718317839238,
